customer_id,first_name,last_name,email,city,state,region,lifetime_spend,order_frequency,last_order_date,recency_days,customer_segment
CUST000015,Diya,Lal,bumboni@example.net,Phusro,Bihar,West,56438.21,3,2025-04-14 06:06:52,2,High Value
CUST000016,Alka,Deo,yogitanay@example.net,Begusarai,Jharkhand,West,118681.13,4,2025-03-11 13:53:38,36,VIP
CUST000017,Hredhaan,Dugal,desaiaishani@example.org,Bhusawal,Uttarakhand,Central,73905.58,4,2025-03-19 01:35:14,28,High Value
CUST000018,Adweta,Edwin,chaitanya05@example.org,Ballia,Nagaland,North,53934.41,3,2025-02-21 04:34:48,54,High Value
CUST000019,Darika,Patla,qushidatta@example.org,Belgaum,Maharashtra,East,131481.28,4,2025-03-29 09:48:21,18,VIP
CUST000020,Yuvraj,Loke,golagaurangi@example.com,Nagpur,Sikkim,North,4233.18,1,2025-02-27 22:59:24,48,Low Value
CUST000021,Ekaraj,Mallick,mohininarasimhan@example.com,Moradabad,Punjab,West,72539.66,2,2025-02-17 04:50:03,58,High Value
CUST000022,Rajata,Vaidya,upai@example.com,Chinsurah,Assam,South,173630.12,7,2025-04-13 07:19:30,3,VIP
CUST000023,Dayamai,Rege,dipta14@example.net,Machilipatnam,Nagaland,South,13287.47,2,2025-03-25 07:12:19,22,Low Value
CUST000024,Qushi,Nagy,modibhavini@example.org,Tiruchirappalli,Uttarakhand,North,180465.59,5,2025-04-06 17:29:44,10,VIP
CUST000025,Manan,Bakshi,dayitakar@example.org,Latur,Chhattisgarh,Central,81502.84,3,2025-03-31 03:37:11,16,High Value
CUST000026,Patrick,Vasa,chhabrapavani@example.org,Mango,Punjab,South,159280.85,7,2025-04-03 21:50:11,13,VIP
CUST000027,Vaishnavi,Sengupta,ksehgal@example.net,Thanjavur,Karnataka,East,58453.38,3,2025-02-11 09:14:49,64,High Value
CUST000028,Leela,Dua,devimatthew@example.org,Pali,Tripura,East,117064.28,6,2025-04-10 03:59:10,6,VIP
CUST000029,Indira,Misra,raivansha@example.org,Pali,Karnataka,North,125421.78,4,2025-04-10 23:58:00,6,VIP
CUST000030,Avi,Ramesh,dgandhi@example.org,Rajpur Sonarpur,Manipur,East,44517.78,2,2025-03-25 21:04:20,22,Mid Value
CUST000031,Zayyan,Bumb,geetika64@example.com,Jamnagar,Haryana,Central,32335.85,2,2025-04-01 19:05:40,15,Mid Value
CUST000032,Tejas,Shroff,urvashicontractor@example.net,Bijapur,Odisha,South,16529.01,1,2025-01-20 19:08:28,86,Low Value
CUST000033,Faqid,Kibe,tranganathan@example.org,Ahmedabad,West Bengal,West,143131.76,4,2025-03-09 01:43:16,38,VIP
CUST000034,Janaki,Sharaf,gsuri@example.com,North Dumdum,West Bengal,South,117801.69,3,2025-04-10 21:33:11,6,VIP
CUST000035,Yagnesh,Shetty,gabrielmallick@example.com,Mau,Himachal Pradesh,South,133448.5,6,2025-03-30 18:36:28,17,VIP
CUST000036,Wyatt,Ray,advaith83@example.org,Farrukhabad,Sikkim,Central,91679.25,3,2025-04-16 07:37:23,0,High Value
CUST000037,Pavani,Narayanan,urvashi88@example.com,Nellore,Gujarat,East,177413.3,6,2025-04-15 06:23:21,1,VIP
CUST000038,Barkha,Chaudhry,umalhotra@example.net,Begusarai,Jharkhand,Central,37087.45,1,2025-03-23 19:07:58,24,Mid Value
CUST000039,Bhavani,Singh,vrittichauhan@example.org,Gangtok,Rajasthan,North,34932.18,2,2025-02-07 23:12:31,68,Mid Value
CUST000040,Daksha,Chada,doshimanthan@example.net,Bihar Sharif,West Bengal,South,0.0,0,,-1,Low Value
CUST000041,Darpan,Chaudhary,kmody@example.net,Hospet,Tamil Nadu,Central,109897.44,4,2025-04-10 17:03:20,6,VIP
CUST000042,Bhavya,Mandal,cmanne@example.org,Shimoga,Uttarakhand,West,262973.29,9,2025-04-10 06:45:46,6,VIP
CUST000043,Damyanti,Mani,ekbalbhasin@example.org,Bhiwani,Telangana,Central,44906.25,3,2025-03-02 09:51:21,45,Mid Value
CUST000044,Ansh,Luthra,zashil01@example.org,Nandyal,Kerala,North,124532.7,5,2025-04-04 01:39:07,12,VIP
CUST000045,Henry,Dyal,unath@example.net,Bhiwandi,Tripura,East,8064.05,2,2025-02-15 00:42:07,60,Low Value
CUST000046,Turvi,Sachdev,avarkey@example.net,Tumkur,Manipur,West,206687.4,8,2025-04-01 18:24:35,15,VIP
CUST000047,Wriddhish,Dutt,bdara@example.net,Jalna,Mizoram,North,73668.34,5,2025-03-23 02:04:44,24,High Value
CUST000048,Tanmayi,Dhillon,ojasvi77@example.org,Ichalkaranji,Telangana,Central,38789.6,2,2025-03-17 16:08:40,30,Mid Value
CUST000049,Veda,Pai,vrishti27@example.net,Varanasi,Karnataka,Central,61753.74,3,2025-04-02 15:22:36,14,High Value
CUST000050,Max,Tandon,yraj@example.net,Alappuzha,West Bengal,Central,172667.7,6,2025-03-29 13:20:24,18,VIP
CUST000051,Mitali,Buch,hamsini@,Mysore,Maharashtra,South,81793.93,3,2025-02-06 06:11:32,69,High Value
CUST000052,Chandani,Balakrishnan,chaudhrysachi@example.org,Tirunelveli,Goa,Central,5834.99,1,2025-01-23 11:18:04,83,Low Value
CUST000053,Luke,Kata,rajawridesh@example.com,Dharmavaram,Jharkhand,Central,114843.35,4,2025-02-20 09:55:34,55,VIP
CUST000054,Rushil,Rajagopalan,dkrishna@example.com,Bangalore,Odisha,North,153926.45,6,2025-04-16 01:07:33,0,VIP
CUST000055,Indira,Kanda,tanejabhavini@example.org,Mira-Bhayandar,Assam,East,156405.25,6,2025-04-05 07:24:13,11,VIP
CUST000056,Kevin,Zacharia,eta62@example.org,Ajmer,Tripura,South,134043.15,4,2025-03-16 12:40:49,31,VIP
CUST000057,Megha,Atwal,mekhalapau@example.org,Nagpur,Punjab,North,47939.28,3,2025-04-11 09:11:49,5,Mid Value
CUST000058,Chasmum,Rege,timothy17@example.net,Malda,Kerala,North,84677.85,4,2025-03-21 20:51:00,26,High Value
CUST000059,Hardik,Suri,adubey@example.net,Tinsukia,Rajasthan,South,63507.56,6,2025-04-13 04:08:23,3,High Value
CUST000060,Jason,Sha,darsh64@example.org,Dharmavaram,Gujarat,Central,209290.81,5,2025-04-15 15:19:52,1,VIP
CUST000061,Aarnav,Malhotra,falgunidivan@example.net,Pune,Goa,Central,165276.83,7,2025-03-29 17:29:52,18,VIP
CUST000062,Ishaan,Bhatt,charles26@example.net,Berhampore,Rajasthan,South,61733.26,3,2025-03-12 13:45:41,35,High Value
CUST000063,Pooja,Chokshi,bhatvarenya@example.com,Eluru,Punjab,East,77652.74,4,2025-03-02 03:44:59,45,High Value
CUST000064,Hardik,Contractor,sudiksha89@example.com,Satara,Maharashtra,West,171078.67,5,2025-03-27 10:15:28,20,VIP
CUST000065,Urvi,Bhavsar,aadhya52@example.net,Bhilai,Maharashtra,North,131061.66,6,2025-04-05 01:42:54,11,VIP
CUST000066,Devika,Pandey,pallavi04@example.net,Alwar,Odisha,North,26131.57,1,2025-04-11 22:46:34,5,Mid Value
CUST000067,Amara,Balakrishnan,pushtibal@example.net,Ludhiana,Assam,Central,68968.76,4,2025-03-21 07:07:57,26,High Value
CUST000068,Harita,Dugar,krishasaini@example.com,Darbhanga,Manipur,Central,158070.13,5,2025-04-08 17:57:24,8,VIP
CUST000069,Oeshi,Mahajan,msunder@example.com,Muzaffarnagar,Madhya Pradesh,North,81953.62,2,2025-03-01 22:43:44,46,High Value
CUST000070,Siddharth,Devan,amblesamarth@example.com,Orai,Nagaland,South,92711.1,3,2025-02-16 14:40:52,59,High Value
CUST000071,Anirudh,Sharaf,ekbal60@example.com,Tirunelveli,Uttar Pradesh,East,54404.04,3,2025-02-10 20:23:39,65,High Value
CUST000072,Hitesh,Kohli,fpathak@example.com,Sasaram,Rajasthan,East,15771.28,2,2025-03-23 17:47:01,24,Low Value
CUST000073,Ikshita,Panchal,waliyashvi@example.org,Kumbakonam,Manipur,South,200088.49,7,2025-03-30 18:37:11,17,VIP
CUST000074,Matthew,Sarraf,onaidu@example.com,Bidhannagar,Arunachal Pradesh,Central,43622.69,1,2025-01-18 16:14:10,88,Mid Value
CUST000075,Gautam,Tripathi,pillaybhavini@example.org,Ghaziabad,Manipur,South,68170.67,3,2025-04-03 06:30:11,13,High Value
CUST000076,Orinder,Baral,ozafrado@example.net,Sonipat,Sikkim,South,52123.7,3,2025-03-21 12:24:10,26,High Value
CUST000077,Girindra,Raju,nattdominic@example.com,Hindupur,Tamil Nadu,West,85226.31,4,2025-02-25 22:35:04,50,High Value
CUST000078,Falguni,Datta,mukherjeekrisha@example.net,Shivpuri,Gujarat,West,144266.02,6,2025-04-16 07:00:37,0,VIP
CUST000079,Chakrika,Chaudhuri,lakshdubey@example.org,Dehradun,Telangana,North,218373.06,9,2025-04-10 22:25:39,6,VIP
CUST000080,Wazir,Sawhney,abassi@example.com,Surendranagar Dudhrej,Tripura,East,18396.05,2,2025-03-13 06:13:00,34,Low Value
CUST000081,Neel,Iyengar,lavanya88@example.com,Nanded,Himachal Pradesh,South,121340.26,4,2025-02-18 09:20:58,57,VIP
CUST000082,Gavin,Kapadia,jvarghese@example.com,Rajahmundry,Andhra Pradesh,South,144614.25,4,2025-03-31 21:40:26,16,VIP
CUST000083,Balvan,Mangat,hardik52@example.org,Bhubaneswar,Tripura,East,138583.82,4,2025-02-08 14:51:49,67,VIP
CUST000084,William,Saini,wazir41@example.org,Asansol,Jharkhand,North,135745.98,7,2025-03-16 07:14:40,31,VIP
CUST000085,Wridesh,Saha,nagarwal@example.com,Nandyal,Arunachal Pradesh,North,77922.39,3,2025-02-21 16:20:06,54,High Value
CUST000086,Amol,Parikh,qprakash@example.net,Madhyamgram,Tamil Nadu,North,113891.92,4,2025-02-24 16:51:02,51,VIP
CUST000087,Dev,Shankar,zgopal@example.org,Nizamabad,Arunachal Pradesh,South,123165.1,4,2025-04-12 18:07:03,4,VIP
CUST000088,Garima,Mahajan,bhavikaparikh@example.org,Gwalior,Telangana,West,175506.68,8,2025-04-09 22:11:59,7,VIP
CUST000089,Pranit,Memon,bbrar@example.net,Amroha,Arunachal Pradesh,North,175289.18,7,2025-04-15 09:52:19,1,VIP
CUST000090,Nidra,Patla,radhika40@example.org,Yamunanagar,Odisha,North,95286.59,3,2025-03-10 15:40:11,37,High Value
CUST000091,Kamya,Sawhney,dubeshivani@example.com,Panchkula,Mizoram,West,91320.29,3,2025-03-11 04:54:25,36,High Value
CUST000092,Sanaya,Kala,qdalal@example.com,Sri Ganganagar,Tamil Nadu,Central,190262.4,6,2025-02-27 04:07:44,48,VIP
CUST000093,Owen,Pathak,mannancharita@example.org,Bhind,Uttar Pradesh,South,73315.28,5,2025-03-29 21:17:19,18,High Value
CUST000094,Mitali,Srinivas,gabrielbhatti@example.com,Warangal,Uttarakhand,South,38801.11,1,2025-03-04 08:59:37,43,Mid Value
CUST000095,Christopher,Dash,kaisant@example.net,Thiruvananthapuram,Rajasthan,East,55452.56,3,2025-03-12 16:37:53,35,High Value
CUST000096,Girik,Thakkar,jeremiah49@example.net,Jodhpur,Arunachal Pradesh,Central,9202.93,2,2025-03-16 01:12:10,31,Low Value
CUST000097,Azaan,Tank,shivansh96@example.net,Gandhidham,Maharashtra,North,125155.09,6,2025-04-15 09:52:44,1,VIP
CUST000098,Maanas,Munshi,nshetty@example.com,Bhilai,Himachal Pradesh,South,10970.41,1,2025-01-16 02:42:31,90,Low Value
CUST000099,Chandresh,Mannan,jkota@example.org,Panchkula,Jharkhand,South,124705.67,5,2025-03-21 07:41:18,26,VIP
CUST000100,Yashasvi,Shankar,fbajaj@example.com,Moradabad,Maharashtra,Central,150078.63,6,2025-03-29 15:52:14,18,VIP
CUST000101,Chakradev,Rattan,jasmit@,Phagwara,Bihar,Central,234796.55,6,2025-04-12 21:41:02,4,VIP
CUST000102,Harinakshi,Pau,gunbirramesh@example.com,Kadapa,Manipur,Central,91228.25,4,2025-04-11 16:35:44,5,High Value
CUST000103,Eiravati,Gaba,yutikadey@example.com,Pune,Kerala,East,50418.39,2,2025-04-03 16:02:49,13,High Value
CUST000104,Avi,Som,imaran69@example.com,Latur,Arunachal Pradesh,South,87167.3,6,2025-04-14 12:18:16,2,High Value
CUST000105,Dipta,Sahota,halderanirudh@example.com,Morena,Mizoram,South,70407.87,4,2025-03-28 22:39:49,19,High Value
CUST000106,Hema,Pandya,lmurthy@example.com,Dhule,Tamil Nadu,West,133175.74,5,2025-04-15 03:22:03,1,VIP
CUST000107,Anusha,Mani,enadig@example.com,Mango,Rajasthan,North,0.0,0,,-1,Low Value
CUST000108,Anika,Magar,varenya33@example.net,Haridwar,Karnataka,North,133853.79,5,2025-03-23 21:19:46,24,VIP
CUST000109,Abdul,Dugar,rchaudhry@example.org,Akola,Maharashtra,Central,91106.31,2,2025-04-11 13:17:14,5,High Value
CUST000110,Quincy,Mann,balhaarranganathan@example.com,Guntur,West Bengal,East,69761.17,4,2025-04-01 03:02:50,15,High Value
CUST000111,Ganga,Gaba,mmahajan@example.org,Purnia,Mizoram,East,7305.99,2,2025-03-12 18:07:05,35,Low Value
CUST000112,Logan,Sood,gabriel61@example.org,Bhilwara,Rajasthan,West,198925.3,6,2025-04-07 07:57:59,9,VIP
CUST000113,Damyanti,Dutta,warinder01@example.com,Malda,Telangana,Central,150331.78,7,2025-03-20 22:26:13,27,VIP
CUST000114,Tejas,Kota,ojasvi87@example.net,Chapra,Nagaland,Central,15898.17,2,2025-03-02 06:48:16,45,Low Value
CUST000115,Riya,Dada,niteshnarang@example.net,Sirsa,Odisha,South,51695.16,2,2025-02-04 15:01:34,71,High Value
CUST000116,Anthony,Randhawa,sheredarika@example.net,Chittoor,Arunachal Pradesh,North,97087.23,4,2025-03-12 05:23:25,35,High Value
CUST000117,Osha,Prasad,nilima22@example.net,Dehri,Chhattisgarh,East,102130.06,4,2025-03-31 16:28:23,16,VIP
CUST000118,Ubika,Samra,aarushbajaj@example.com,Srikakulam,Tripura,East,0.0,0,,-1,Low Value
CUST000119,Harrison,Bandi,khoslasamuel@example.org,Ambala,Jharkhand,Central,102396.34,4,2025-03-30 00:13:54,17,VIP
CUST000120,Chasmum,Dhar,eiravatinagi@example.org,Nashik,Kerala,North,70359.58,4,2025-03-22 14:07:24,25,High Value
CUST000121,Omaja,Rege,uvohra@example.net,Kishanganj,Maharashtra,East,182429.17,6,2025-04-06 13:35:27,10,VIP
CUST000122,Xavier,Kumer,iwagle@example.com,Srinagar,Gujarat,East,157127.13,5,2025-03-07 08:58:15,40,VIP
CUST000123,Chavvi,Aurora,varenyajoshi@example.com,Nadiad,Manipur,South,78738.2,4,2025-04-02 12:07:55,14,High Value
CUST000124,Widisha,Shukla,darika45@example.net,Bhilwara,Nagaland,Central,78363.08,3,2025-03-22 08:05:03,25,High Value
CUST000125,Forum,Karpe,jmerchant@example.org,Gulbarga,Chhattisgarh,Central,113012.43,3,2025-04-04 15:30:16,12,VIP
CUST000126,Daniel,Viswanathan,igour@example.net,Dindigul,Arunachal Pradesh,North,134880.47,4,2025-04-10 22:40:26,6,VIP
CUST000127,Nisha,Arora,bsura@example.org,New Delhi,Gujarat,Central,67618.97,2,2025-03-05 08:41:44,42,High Value
CUST000128,Kashvi,Ravi,irya46@example.org,Pimpri-Chinchwad,Rajasthan,Central,180029.75,8,2025-03-24 14:54:48,23,VIP
CUST000129,Radha,Narula,gargfitan@example.com,Tinsukia,Odisha,West,66306.86,3,2025-03-15 06:25:18,32,High Value
CUST000130,Sarthak,Dhawan,goladivya@example.org,Kolhapur,Uttar Pradesh,East,87974.08,4,2025-04-13 07:15:01,3,High Value
CUST000131,Guneet,Sarkar,tellahiral@example.org,Ambattur,Kerala,East,186332.83,8,2025-03-28 12:18:54,19,VIP
CUST000132,Lajita,Chada,lsankaran@example.net,Aligarh,Assam,North,187226.52,7,2025-04-14 08:26:07,2,VIP
CUST000133,Anamika,Chaudry,morarsai@example.com,Raichur,Nagaland,Central,64538.9,3,2025-04-10 22:46:23,6,High Value
CUST000134,Bishakha,Sachdev,nairlekha@example.org,Agartala,Meghalaya,South,33252.52,1,2025-02-17 09:03:25,58,Mid Value
CUST000135,Anya,Sama,devganesh@example.com,Bhavnagar,Jharkhand,West,148342.23,5,2025-03-05 03:28:22,42,VIP
CUST000136,Lajita,Narayan,randhawagaurangi@example.net,Sikar,Karnataka,East,61804.58,3,2025-03-04 19:46:07,43,High Value
CUST000137,Krisha,Mand,vritti93@example.com,Bahraich,Uttar Pradesh,East,40099.9,2,2025-03-31 15:55:58,16,Mid Value
CUST000138,Chavvi,Khurana,ekapad67@example.org,Tinsukia,Arunachal Pradesh,West,194654.65,8,2025-04-15 11:26:27,1,VIP
CUST000139,Isha,Ganesan,frederick13@example.net,Sasaram,Telangana,South,116566.66,4,2025-03-04 22:15:02,43,VIP
CUST000140,Ubika,Tella,sanayaprasad@example.com,Tiruvottiyur,Manipur,East,52682.71,4,2025-04-03 21:48:56,13,High Value
CUST000141,Gunbir,Sarma,vasudhapall@example.com,Hazaribagh,Goa,South,54733.7,2,2025-04-07 00:48:23,9,High Value
CUST000142,Vincent,Ravel,gangasandhu@example.com,Kolkata,Tamil Nadu,West,78357.06,2,2025-03-22 14:35:19,25,High Value
CUST000143,Dev,Chaudry,sameshmallick@example.net,Phagwara,Madhya Pradesh,North,95798.52,5,2025-03-27 05:15:35,20,High Value
CUST000144,Orinder,Mishra,pallindira@example.com,Sasaram,Madhya Pradesh,Central,70405.61,2,2025-03-12 07:22:27,35,High Value
CUST000145,Pallavi,Grewal,kdevi@example.com,Secunderabad,Andhra Pradesh,North,47333.19,2,2025-02-20 11:51:01,55,Mid Value
CUST000146,Yashasvi,Talwar,mdeshpande@example.com,Panipat,Haryana,South,155998.65,4,2025-03-10 05:59:31,37,VIP
CUST000147,Warhi,Vaidya,om79@example.net,Kota,Telangana,North,136774.68,6,2025-04-12 01:56:03,4,VIP
CUST000148,Adya,Pall,chamelibali@example.com,Tiruppur,Uttarakhand,East,127890.38,4,2025-03-31 19:07:47,16,VIP
CUST000149,Avni,Yohannan,danielpanchal@example.net,Cuttack,Tamil Nadu,West,132268.37,5,2025-04-02 14:27:26,14,VIP
CUST000150,Ekanta,Kota,zaiddhingra@example.net,Kottayam,Telangana,West,83907.13,3,2025-04-11 00:28:26,5,High Value
CUST000151,Girik,Shanker,aarnav@,Naihati,Nagaland,East,2995.21,1,2025-01-09 11:56:14,97,Low Value
CUST000152,Chanakya,Batra,vedhikaoza@example.net,Kozhikode,West Bengal,North,144959.25,6,2025-03-07 08:41:06,40,VIP
CUST000153,Kamya,Gandhi,girik54@example.org,Guntakal,Haryana,East,129671.41,7,2025-03-20 19:00:33,27,VIP
CUST000154,Hemal,Dara,aandra@example.net,Durgapur,Madhya Pradesh,East,74374.51,5,2025-03-31 04:59:29,16,High Value
CUST000155,Abhiram,Gala,lukebiswas@example.net,Giridih,Telangana,North,117445.29,6,2025-03-06 18:30:09,41,VIP
CUST000156,Logan,Kota,bpanchal@example.com,Katni,Jharkhand,Central,55582.7,3,2025-03-30 00:59:47,17,High Value
CUST000157,Isaiah,Khosla,khatriwarda@example.com,Bongaigaon,Sikkim,East,87543.05,5,2025-03-13 08:49:37,34,High Value
CUST000158,Ekansh,Atwal,urishillabora@example.org,Jorhat,Nagaland,Central,239855.53,10,2025-03-18 13:07:08,29,VIP
CUST000159,Farhan,Vaidya,arunimachacko@example.com,Chandigarh,Maharashtra,West,165995.23,4,2025-03-21 11:02:05,26,VIP
CUST000160,Parth,Dar,settychristopher@example.com,Agartala,Telangana,South,242435.25,9,2025-03-09 04:30:22,38,VIP
CUST000161,Anita,Viswanathan,balangautami@example.com,Arrah,Goa,West,129868.4,4,2025-02-09 00:03:57,66,VIP
CUST000162,Yashodhara,Agate,harshil91@example.org,Rajahmundry,Karnataka,East,142961.81,6,2025-03-22 06:54:20,25,VIP
CUST000163,Faras,Pradhan,omajanagarajan@example.com,Khammam,Assam,West,14420.36,1,2025-02-05 19:14:50,70,Low Value
CUST000164,Bishakha,Modi,xanand@example.org,Alappuzha,Andhra Pradesh,West,87229.61,4,2025-04-08 15:13:06,8,High Value
CUST000165,Aarav,Puri,hiralandra@example.com,Varanasi,Haryana,South,76809.52,2,2025-02-07 11:54:52,68,High Value
CUST000166,Frado,Chandran,dpradhan@example.net,Satna,Uttar Pradesh,South,60773.52,4,2025-04-11 13:11:42,5,High Value
CUST000167,Anita,Kaur,unarain@example.com,Jamshedpur,Nagaland,East,184950.19,5,2025-04-14 22:43:36,2,VIP
CUST000168,Alka,Dar,sarthak74@example.com,Anand,Arunachal Pradesh,North,96459.09,4,2025-02-25 06:57:24,50,High Value
CUST000169,Sneha,Krish,abha20@example.com,Guwahati,Odisha,East,37942.24,2,2025-04-06 09:12:20,10,Mid Value
CUST000170,Sachi,Dave,falan01@example.org,Eluru,Sikkim,South,209642.98,7,2025-04-06 15:55:45,10,VIP
CUST000171,Rachit,Maharaj,wgera@example.org,Ghaziabad,Assam,South,66183.07,3,2025-04-14 13:21:40,2,High Value
CUST000172,Zaid,Bahl,leela26@example.org,Indore,Karnataka,West,159964.02,6,2025-04-14 18:58:16,2,VIP
CUST000173,Urmi,Wagle,ayushmanmand@example.org,Raichur,Uttarakhand,West,79788.88,3,2025-04-07 03:17:55,9,High Value
CUST000174,Eesha,Parmer,patrickkhalsa@example.net,Pallavaram,Arunachal Pradesh,South,102799.01,3,2025-03-19 06:10:18,28,VIP
CUST000175,Theodore,Bahri,bhallaviraj@example.net,Siliguri,Odisha,North,52809.62,2,2025-01-30 13:29:53,76,High Value
CUST000176,Elijah,Prakash,indrajitvora@example.com,Akola,Tamil Nadu,South,55775.6,3,2025-03-25 03:05:27,22,High Value
CUST000177,Damyanti,Menon,udant92@example.com,Buxar,Bihar,North,218049.82,10,2025-04-09 19:21:01,7,VIP
CUST000178,Faras,Khanna,vdhaliwal@example.net,Bardhaman,Uttar Pradesh,North,97337.86,3,2025-04-01 18:46:26,15,High Value
CUST000179,Raksha,Saini,agarwalchanakya@example.com,Bidhannagar,Assam,West,128809.66,5,2025-04-09 13:51:35,7,VIP
CUST000180,Advika,Cheema,menonanmol@example.com,Ludhiana,Maharashtra,West,70610.73,3,2025-02-16 00:56:16,59,High Value
CUST000181,Harrison,Narula,radhadugar@example.org,Aurangabad,Nagaland,Central,28598.35,1,2025-04-03 17:09:48,13,Mid Value
CUST000182,Aarush,Sane,ddube@example.com,Bhiwandi,Jharkhand,West,48960.41,4,2025-03-16 04:11:09,31,Mid Value
CUST000183,Alka,Chand,fsinha@example.net,Kirari Suleman Nagar,Himachal Pradesh,South,251536.51,9,2025-04-03 17:11:44,13,VIP
CUST000184,Gunbir,Chada,amrutabhatia@example.org,Chapra,Haryana,Central,180978.09,8,2025-04-14 14:23:19,2,VIP
CUST000185,Bakhshi,Thakkar,fmistry@example.com,Kalyan-Dombivli,Maharashtra,East,207147.67,8,2025-04-04 16:17:31,12,VIP
CUST000186,Manbir,Kuruvilla,saransaksham@example.net,Dharmavaram,Mizoram,East,108321.34,6,2025-04-04 08:14:24,12,VIP
CUST000187,Manbir,Chaudhry,achowdhury@example.org,Agra,Goa,East,45587.31,2,2025-03-29 13:53:34,18,Mid Value
CUST000188,Neelima,Barad,neha29@example.net,Pallavaram,West Bengal,South,129613.37,4,2025-04-07 01:01:53,9,VIP
CUST000189,Saanvi,Nagi,karikrish@example.com,Kottayam,Uttar Pradesh,West,43154.88,1,2025-02-16 10:12:32,59,Mid Value
CUST000190,Yashawini,Raval,dominicmukhopadhyay@example.net,Karimnagar,Tamil Nadu,South,106384.91,3,2025-03-07 11:55:10,40,VIP
CUST000191,Yashasvi,Ranganathan,anushapillay@example.com,Hapur,Goa,West,99068.0,3,2025-04-06 09:45:05,10,High Value
CUST000192,Chandran,Gaba,gautam40@example.com,Malegaon,Punjab,West,77518.22,3,2025-03-26 16:50:34,21,High Value
CUST000193,Dalaja,Maharaj,kapurzayyan@example.net,Chennai,Mizoram,West,61101.32,5,2025-03-27 13:09:12,20,High Value
CUST000194,Devansh,Nayar,barkha41@example.com,Imphal,Sikkim,Central,114221.16,7,2025-04-12 07:35:35,4,VIP
CUST000195,Aashi,Sahota,atharvtank@example.com,Tirunelveli,Uttarakhand,North,169309.31,7,2025-04-15 03:48:15,1,VIP
CUST000196,Kabir,Kuruvilla,chaayachatterjee@example.com,Bhilwara,Odisha,West,98690.94,4,2025-02-08 10:11:53,67,High Value
CUST000197,Ekavir,Sodhi,ubika17@example.org,Alappuzha,Odisha,West,78014.55,3,2025-04-02 19:19:14,14,High Value
CUST000198,Pranit,Buch,udhar@example.net,Unnao,Uttar Pradesh,West,128271.89,5,2025-04-09 04:34:38,7,VIP
CUST000199,Pushti,Raval,dayalradha@example.net,Surat,Sikkim,West,153134.99,5,2025-04-15 12:51:54,1,VIP
CUST000200,Hemangini,Muni,kothariupkaar@example.net,Saharsa,Punjab,South,11984.76,1,2025-01-02 23:13:40,104,Low Value
CUST000201,Raghav,Gala,jagrati@,Agra,Madhya Pradesh,Central,135572.35,5,2025-04-12 04:56:45,4,VIP
CUST000202,Hritik,Bahri,chanakya90@example.net,Barasat,Maharashtra,West,96329.8,4,2025-03-25 00:36:35,22,High Value
CUST000203,Laksh,Sahota,venkateshanamika@example.net,Nagaon,Gujarat,North,73573.84,3,2025-03-24 04:05:57,23,High Value
CUST000204,Watika,Johal,nimrat42@example.org,Sasaram,Assam,South,113984.08,4,2025-04-10 18:20:57,6,VIP
CUST000205,Chaman,Lalla,kundavihaan@example.com,Bangalore,West Bengal,North,4993.1,1,2025-02-22 04:35:04,53,Low Value
CUST000206,Raksha,Loyal,onkarnarasimhan@example.com,Bidar,Rajasthan,East,142623.24,4,2025-04-13 08:19:27,3,VIP
