customer_id,first_name,last_name,email,phone,city,state,region,signup_date,is_active,load_ts,bronze_ingestion_timestamp,source_file_name,load_date
CUST000016,Alka,Deo,yogitanay@example.net,1354278498,Begusarai,Jharkhand,West,2022-05-03 09:53:03,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000017,Hredhaan,Dugal,desaiaishani@example.org,4935348740,Bhusawal,Uttarakhand,Central,2023-07-16 18:43:51,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000018,Adweta,Edwin,chaitanya05@example.org,7868011280,Ballia,Nagaland,North,2022-03-13 04:27:24,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000019,Darika,Patla,qushidatta@example.org,915331586923,Belgaum,Maharashtra,East,2022-05-04 22:51:37,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000020,Yuvraj,Loke,golagaurangi@example.com,911607337543,Nagpur,Sikkim,North,2023-08-14 12:07:58,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000021,Ekaraj,Mallick,mohininarasimhan@example.com,8685014294,Moradabad,Punjab,West,2024-09-14 12:02:01,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000022,Rajata,Vaidya,upai@example.com,916934060883,Chinsurah,Assam,South,2023-07-30 01:20:48,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000023,Dayamai,Rege,dipta14@example.net,6482366299,Machilipatnam,Nagaland,South,2024-11-07 01:56:29,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000024,Qushi,Nagy,modibhavini@example.org,7738721489,Tiruchirappalli,Uttarakhand,North,2024-08-04 06:02:59,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000025,Manan,Bakshi,dayitakar@example.org,913791769367,Latur,Chhattisgarh,Central,2025-02-06 15:49:02,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000026,Patrick,Vasa,chhabrapavani@example.org,831727889,Mango,Punjab,South,2023-12-20 02:18:35,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000027,Vaishnavi,Sengupta,ksehgal@example.net,3487347143,Thanjavur,Karnataka,East,2024-09-21 04:55:13,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000028,Leela,Dua,devimatthew@example.org,3166587603,Pali,Tripura,East,2022-03-28 21:31:04,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000029,Indira,Misra,raivansha@example.org,6889373467,Pali,Karnataka,North,2023-05-06 00:56:31,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000030,Avi,Ramesh,dgandhi@example.org,9016272046,Rajpur Sonarpur,Manipur,East,2022-04-13 19:41:24,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000031,Zayyan,Bumb,geetika64@example.com,805310033,Jamnagar,Haryana,Central,2025-01-20 05:47:02,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000032,Tejas,Shroff,urvashicontractor@example.net,4529912419,Bijapur,Odisha,South,2024-10-15 04:31:28,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000033,Faqid,Kibe,tranganathan@example.org,914919058651,Ahmedabad,West Bengal,West,2024-09-25 15:15:17,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000034,Janaki,Sharaf,gsuri@example.com,2628498776,North Dumdum,West Bengal,South,2023-02-16 11:26:54,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000035,Yagnesh,Shetty,gabrielmallick@example.com,9650752735,Mau,Himachal Pradesh,South,2025-03-03 07:12:08,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000036,Wyatt,Ray,advaith83@example.org,8377701436,Farrukhabad,Sikkim,Central,2023-10-28 13:10:14,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000037,Pavani,Narayanan,urvashi88@example.com,7444313518,Nellore,Gujarat,East,2022-12-07 16:52:13,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000038,Barkha,Chaudhry,umalhotra@example.net,914352408240,Begusarai,Jharkhand,Central,2024-02-06 15:36:14,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000039,Bhavani,Singh,vrittichauhan@example.org,7520471167,Gangtok,Rajasthan,North,2022-06-20 08:00:57,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000040,Daksha,Chada,doshimanthan@example.net,911869993867,Bihar Sharif,West Bengal,South,2024-11-23 02:10:42,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000041,Darpan,Chaudhary,kmody@example.net,913412328120,Hospet,Tamil Nadu,Central,2022-04-09 16:29:04,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000042,Bhavya,Mandal,cmanne@example.org,7134936183,Shimoga,Uttarakhand,West,2024-07-14 16:19:50,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000043,Damyanti,Mani,ekbalbhasin@example.org,1746488771,Bhiwani,Telangana,Central,2023-01-26 13:23:51,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000044,Ansh,Luthra,zashil01@example.org,278742967,Nandyal,Kerala,North,2024-11-25 00:00:16,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000045,Henry,Dyal,unath@example.net,6746807154,Bhiwandi,Tripura,East,2022-06-23 06:57:59,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000046,Turvi,Sachdev,avarkey@example.net,913859770348,Tumkur,Manipur,West,2022-09-03 16:32:54,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000047,Wriddhish,Dutt,bdara@example.net,8086131712,Jalna,Mizoram,North,2025-01-26 17:32:35,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000048,Tanmayi,Dhillon,ojasvi77@example.org,3982146584,Ichalkaranji,Telangana,Central,2025-03-29 16:00:35,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000049,Veda,Pai,vrishti27@example.net,8867533963,Varanasi,Karnataka,Central,2022-06-15 07:16:58,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000050,Max,Tandon,yraj@example.net,912895171870,Alappuzha,West Bengal,Central,2024-08-04 00:03:18,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000051,Mitali,Buch,hamsini@,8657809134,Mysore,Maharashtra,South,2023-08-04 20:31:07,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000052,Chandani,Balakrishnan,chaudhrysachi@example.org,915045562386,Tirunelveli,Goa,Central,2024-04-03 21:01:04,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000053,Luke,Kata,rajawridesh@example.com,4740748217,Dharmavaram,Jharkhand,Central,2023-05-19 13:24:49,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000054,Rushil,Rajagopalan,dkrishna@example.com,1369594406,Bangalore,Odisha,North,2022-06-23 18:43:51,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000055,Indira,Kanda,tanejabhavini@example.org,3942104709,Mira-Bhayandar,Assam,East,2023-01-07 23:25:45,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000056,Kevin,Zacharia,eta62@example.org,8842474517,Ajmer,Tripura,South,2024-05-31 08:35:59,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000057,Megha,Atwal,mekhalapau@example.org,8175496513,Nagpur,Punjab,North,2025-02-10 23:29:34,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000058,Chasmum,Rege,timothy17@example.net,912004711382,Malda,Kerala,North,2025-03-27 13:18:14,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000059,Hardik,Suri,adubey@example.net,6405377351,Tinsukia,Rajasthan,South,2024-10-21 21:17:36,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000060,Jason,Sha,darsh64@example.org,913900532931,Dharmavaram,Gujarat,Central,2022-09-14 12:22:45,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000061,Aarnav,Malhotra,falgunidivan@example.net,912842102053,Pune,Goa,Central,2024-07-31 07:27:37,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000062,Ishaan,Bhatt,charles26@example.net,7589178390,Berhampore,Rajasthan,South,2024-04-17 18:24:55,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000063,Pooja,Chokshi,bhatvarenya@example.com,7115921249,Eluru,Punjab,East,2023-09-12 19:30:39,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000064,Hardik,Contractor,sudiksha89@example.com,8367365766,Satara,Maharashtra,West,2024-03-15 00:37:33,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000065,Urvi,Bhavsar,aadhya52@example.net,911161528098,Bhilai,Maharashtra,North,2023-01-21 02:35:28,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000066,Devika,Pandey,pallavi04@example.net,919832731585,Alwar,Odisha,North,2023-06-10 04:44:36,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000067,Amara,Balakrishnan,pushtibal@example.net,914455022961,Ludhiana,Assam,Central,2024-05-10 11:41:28,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000068,Harita,Dugar,krishasaini@example.com,4599102290,Darbhanga,Manipur,Central,2022-12-09 02:17:57,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000069,Oeshi,Mahajan,msunder@example.com,918156149784,Muzaffarnagar,Madhya Pradesh,North,2025-01-04 14:13:23,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000070,Siddharth,Devan,amblesamarth@example.com,4510762268,Orai,Nagaland,South,2022-04-15 16:51:58,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000071,Anirudh,Sharaf,ekbal60@example.com,915969664160,Tirunelveli,Uttar Pradesh,East,2022-04-21 01:45:12,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000072,Hitesh,Kohli,fpathak@example.com,9681645352,Sasaram,Rajasthan,East,2024-11-05 05:17:57,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000073,Ikshita,Panchal,waliyashvi@example.org,2312432921,Kumbakonam,Manipur,South,2024-04-17 16:05:53,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000074,Matthew,Sarraf,onaidu@example.com,917744905814,Bidhannagar,Arunachal Pradesh,Central,2024-06-14 02:43:38,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000075,Gautam,Tripathi,pillaybhavini@example.org,7980793597,Ghaziabad,Manipur,South,2024-01-05 17:42:33,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000076,Orinder,Baral,ozafrado@example.net,917788925546,Sonipat,Sikkim,South,2022-05-27 12:43:14,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000077,Girindra,Raju,nattdominic@example.com,4925192546,Hindupur,Tamil Nadu,West,2023-07-05 09:10:14,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000078,Falguni,Datta,mukherjeekrisha@example.net,8168505423,Shivpuri,Gujarat,West,2023-12-27 11:56:29,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000079,Chakrika,Chaudhuri,lakshdubey@example.org,8805929622,Dehradun,Telangana,North,2022-04-05 03:48:15,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000080,Wazir,Sawhney,abassi@example.com,4738347359,Surendranagar Dudhrej,Tripura,East,2022-06-19 17:50:41,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000081,Neel,Iyengar,lavanya88@example.com,2407581814,Nanded,Himachal Pradesh,South,2022-10-23 11:30:07,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000082,Gavin,Kapadia,jvarghese@example.com,5060685361,Rajahmundry,Andhra Pradesh,South,2023-10-18 08:53:15,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000083,Balvan,Mangat,hardik52@example.org,2779010432,Bhubaneswar,Tripura,East,2023-12-20 16:01:28,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000084,William,Saini,wazir41@example.org,9711798089,Asansol,Jharkhand,North,2023-11-20 09:06:41,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000085,Wridesh,Saha,nagarwal@example.com,911851888880,Nandyal,Arunachal Pradesh,North,2024-10-10 01:43:25,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000086,Amol,Parikh,qprakash@example.net,915319520585,Madhyamgram,Tamil Nadu,North,2025-03-16 14:57:29,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000087,Dev,Shankar,zgopal@example.org,914303054868,Nizamabad,Arunachal Pradesh,South,2023-09-24 08:12:51,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000088,Garima,Mahajan,bhavikaparikh@example.org,915667652775,Gwalior,Telangana,West,2022-11-29 01:04:36,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000089,Pranit,Memon,bbrar@example.net,1154479627,Amroha,Arunachal Pradesh,North,2022-09-13 18:07:00,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000090,Nidra,Patla,radhika40@example.org,2029702135,Yamunanagar,Odisha,North,2023-08-30 11:58:41,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000091,Kamya,Sawhney,dubeshivani@example.com,919285654310,Panchkula,Mizoram,West,2023-03-20 02:51:43,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000092,Sanaya,Kala,qdalal@example.com,4731217271,Sri Ganganagar,Tamil Nadu,Central,2024-10-25 04:21:03,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000093,Owen,Pathak,mannancharita@example.org,3132370589,Bhind,Uttar Pradesh,South,2022-10-22 23:54:20,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000094,Mitali,Srinivas,gabrielbhatti@example.com,6691251778,Warangal,Uttarakhand,South,2022-04-01 20:24:54,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000095,Christopher,Dash,kaisant@example.net,2422535841,Thiruvananthapuram,Rajasthan,East,2022-03-30 19:16:33,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000096,Girik,Thakkar,jeremiah49@example.net,2992299590,Jodhpur,Arunachal Pradesh,Central,2024-01-11 15:57:51,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000097,Azaan,Tank,shivansh96@example.net,8447364710,Gandhidham,Maharashtra,North,2024-02-28 21:13:07,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000098,Maanas,Munshi,nshetty@example.com,5562588153,Bhilai,Himachal Pradesh,South,2022-04-17 10:39:37,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000099,Chandresh,Mannan,jkota@example.org,9632595327,Panchkula,Jharkhand,South,2023-09-20 05:50:37,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000100,Yashasvi,Shankar,fbajaj@example.com,913950047974,Moradabad,Maharashtra,Central,2023-01-18 11:34:24,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000101,Chakradev,Rattan,jasmit@,919835841687,Phagwara,Bihar,Central,2022-05-08 08:33:46,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000102,Harinakshi,Pau,gunbirramesh@example.com,913986800025,Kadapa,Manipur,Central,2024-05-28 01:11:13,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000103,Eiravati,Gaba,yutikadey@example.com,9495888794,Pune,Kerala,East,2022-11-14 07:20:05,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000104,Avi,Som,imaran69@example.com,9930972896,Latur,Arunachal Pradesh,South,2023-02-17 14:49:36,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000105,Dipta,Sahota,halderanirudh@example.com,916368970283,Morena,Mizoram,South,2024-11-09 10:25:35,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000106,Hema,Pandya,lmurthy@example.com,4973348434,Dhule,Tamil Nadu,West,2023-05-07 03:56:24,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000107,Anusha,Mani,enadig@example.com,919866524041,Mango,Rajasthan,North,2023-12-13 22:07:21,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000108,Anika,Magar,varenya33@example.net,911993308330,Haridwar,Karnataka,North,2024-04-15 04:27:48,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000109,Abdul,Dugar,rchaudhry@example.org,7734540193,Akola,Maharashtra,Central,2023-02-16 23:23:17,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000110,Quincy,Mann,balhaarranganathan@example.com,910499154788,Guntur,West Bengal,East,2022-04-17 20:43:33,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000111,Ganga,Gaba,mmahajan@example.org,7420549329,Purnia,Mizoram,East,2023-03-19 17:06:00,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000112,Logan,Sood,gabriel61@example.org,3046374549,Bhilwara,Rajasthan,West,2024-04-23 20:38:00,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000113,Damyanti,Dutta,warinder01@example.com,8414593327,Malda,Telangana,Central,2024-10-12 22:00:15,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000114,Tejas,Kota,ojasvi87@example.net,9187851910,Chapra,Nagaland,Central,2023-04-11 01:38:55,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000115,Riya,Dada,niteshnarang@example.net,3971870728,Sirsa,Odisha,South,2023-02-15 20:00:15,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000116,Anthony,Randhawa,sheredarika@example.net,391065180,Chittoor,Arunachal Pradesh,North,2025-02-27 07:18:00,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000117,Osha,Prasad,nilima22@example.net,7661825128,Dehri,Chhattisgarh,East,2023-03-14 16:38:06,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000118,Ubika,Samra,aarushbajaj@example.com,6337524310,Srikakulam,Tripura,East,2022-11-13 06:39:28,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000119,Harrison,Bandi,khoslasamuel@example.org,9030673830,Ambala,Jharkhand,Central,2024-01-29 21:47:15,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000120,Chasmum,Dhar,eiravatinagi@example.org,8364408926,Nashik,Kerala,North,2022-05-24 09:08:10,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000121,Omaja,Rege,uvohra@example.net,914628733427,Kishanganj,Maharashtra,East,2022-03-10 11:40:25,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000122,Xavier,Kumer,iwagle@example.com,915175183046,Srinagar,Gujarat,East,2022-07-23 05:18:37,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000123,Chavvi,Aurora,varenyajoshi@example.com,913173936385,Nadiad,Manipur,South,2025-02-25 11:05:28,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000124,Widisha,Shukla,darika45@example.net,917535560932,Bhilwara,Nagaland,Central,2025-01-01 05:11:21,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000125,Forum,Karpe,jmerchant@example.org,9378547772,Gulbarga,Chhattisgarh,Central,2022-01-16 00:30:45,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000126,Daniel,Viswanathan,igour@example.net,911006231203,Dindigul,Arunachal Pradesh,North,2024-12-09 11:04:43,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000127,Nisha,Arora,bsura@example.org,918484086211,New Delhi,Gujarat,Central,2022-02-25 23:13:34,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000128,Kashvi,Ravi,irya46@example.org,9334101666,Pimpri-Chinchwad,Rajasthan,Central,2024-05-08 07:37:43,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000129,Radha,Narula,gargfitan@example.com,1803397401,Tinsukia,Odisha,West,2022-07-17 23:30:48,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000130,Sarthak,Dhawan,goladivya@example.org,6142939685,Kolhapur,Uttar Pradesh,East,2023-07-21 11:11:37,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000131,Guneet,Sarkar,tellahiral@example.org,911599965047,Ambattur,Kerala,East,2022-11-23 08:13:15,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000132,Lajita,Chada,lsankaran@example.net,4311426265,Aligarh,Assam,North,2023-07-04 10:05:42,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000133,Anamika,Chaudry,morarsai@example.com,911267888610,Raichur,Nagaland,Central,2025-03-10 06:33:02,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000134,Bishakha,Sachdev,nairlekha@example.org,1839826224,Agartala,Meghalaya,South,2022-09-10 10:30:17,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000135,Anya,Sama,devganesh@example.com,7154379937,Bhavnagar,Jharkhand,West,2022-02-08 12:06:09,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000136,Lajita,Narayan,randhawagaurangi@example.net,5692459375,Sikar,Karnataka,East,2023-10-02 13:46:45,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000137,Krisha,Mand,vritti93@example.com,5193982807,Bahraich,Uttar Pradesh,East,2022-09-05 07:19:32,1,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
CUST000138,Chavvi,Khurana,ekapad67@example.org,2661797968,Tinsukia,Arunachal Pradesh,West,2022-03-02 03:45:28,0,2025-04-17 06:00:00,2026-08-07 20:10:16,customers.csv,2026-08-07
